"nct_id","umc_pi","umc_sponsor","umc_resp_party","umc","is_fda_regulated_drug","is_fda_regulated_device","is_unapproved_device","is_ppsd","is_us_export","is_randomized","is_blinded","is_multicentric","is_multinational","primary_sponsor","phase","planned_enrolment","actual_enrolment","completion_date","nlm_download_date_description","study_first_submitted_date","results_first_submitted_date","disposition_first_submitted_date","last_update_submitted_date","study_first_submitted_qc_date","study_first_posted_date","study_first_posted_date_type","results_first_submitted_qc_date","results_first_posted_date","results_first_posted_date_type","disposition_first_submitted_qc_date","disposition_first_posted_date","disposition_first_posted_date_type","last_update_submitted_qc_date","last_updated","last_update_posted_date_type","start_month_year","start_date_type","start_date","verification_month_year","verification_date","completion_month_year","completion_date_type","primary_completion_month_year","primary_completion_date_type","primary_completion_date","target_duration","study_type","acronym","baseline_population","brief_title","official_title","status","last_known_status","enrollment","enrollment_type","source","limitations_and_caveats","number_of_arms","number_of_groups","why_stopped","has_expanded_access","expanded_access_type_individual","expanded_access_type_intermediate","expanded_access_type_treatment","has_dmc","biospec_retention","biospec_description","ipd_time_frame","ipd_access_criteria","ipd_url","plan_to_share_ipd","plan_to_share_ipd_description","created_at","updated_at","source_class","delayed_posting","expanded_access_nctid","expanded_access_status_for_nctid","fdaaa801_violation","baseline_type_units_analyzed","patient_registry","countries","results_reporting"
"NCT04454697","Heidelberg","Heidelberg","Heidelberg","Heidelberg",FALSE,FALSE,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial",,,34,"2023-10-01",,"2020-06-25",,,"2023-11-22","2020-06-30","2020-07-01","ACTUAL",,,,,,,"2023-11-22","2023-11-24","ACTUAL","2020-07-23","ACTUAL","2020-07-23","2023-11","2023-11-30","2023-10-01","ACTUAL","2022-09-08","ACTUAL","2022-09-08",,"INTERVENTIONAL","GUARD",,"Tissue Retractors for Radiation Therapy of Head and Neck Tumors","Geweberetraktoren für Die Strahlentherapie Von Kopf-Hals-Tumoren - Prospektive Randomisierte Phase-II-Studie","COMPLETED",,34,"ACTUAL","University Hospital Heidelberg",,2,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/12 02:39:41","2025/05/12 02:39:41","OTHER",,,,,,,"Germany",FALSE
"NCT04499339","Würzburg","Würzburg",,"Würzburg",FALSE,FALSE,,,,,FALSE,TRUE,TRUE,"Non-commercial","I-II",38,,"2025-12-31",,"2020-07-24",,,"2024-04-24","2020-07-31","2020-08-05","ACTUAL",,,,,,,"2024-04-24","2024-04-25","ACTUAL","2020-07-22","ACTUAL","2020-07-22","2024-04","2024-04-30","2025-12","ESTIMATED","2025-12","ESTIMATED","2025-12-31",,"INTERVENTIONAL",,,"A Phase I/IIa Clinical Trial to Assess Feasibility, Safety and Antitumor Activity of Autologous SLAMF7 CAR-T Cells in Multiple Myeloma","A Phase I/IIa Clinical Trial to Assess Feasibility, Safety and Antitumor Activity of Autologous SLAMF7 CAR-T Cells in Multiple Myeloma","ACTIVE_NOT_RECRUITING",,38,"ESTIMATED","Wuerzburg University Hospital",,1,,,FALSE,,,,TRUE,,,,,,,,"2025/05/11 17:49:25","2025/05/11 17:49:25","OTHER",,,,,,,"France;Germany;Spain",FALSE
"NCT03991000","Hamburg",,"Hamburg","Hamburg",FALSE,FALSE,,,,TRUE,TRUE,TRUE,FALSE,"Non-commercial","III",,8,"2021-12-15",,"2019-06-17",,,"2023-12-19","2019-06-17","2019-06-19","ACTUAL",,,,,,,"2023-12-19","2023-12-27","ACTUAL","2019-02-28","ACTUAL","2019-02-28","2023-12","2023-12-31","2021-12-15","ACTUAL","2021-12-15","ACTUAL","2021-12-15",,"INTERVENTIONAL","iCHF-2",,"Iron in Patients With Cardiovascular Disease","Investigator-initiated, Randomized, Double-blind, Controlled, Multi-center Trial of Intravenous Iron in Patients With Cardiovascular Disease and Concomitant Iron Deficiency","TERMINATED",,8,"ACTUAL","Universitätsklinikum Hamburg-Eppendorf",,2,,"Due to poor recruitment largely due to the covid pandemic, no safety concerns.",FALSE,,,,TRUE,,,,,,"NO",,"2025/05/12 02:39:41","2025/05/12 02:39:41","OTHER",,,,,,,"Germany",FALSE
"NCT06343571","Hannover",,,"Hannover",FALSE,FALSE,,,,,,FALSE,FALSE,"Commercial",,,2000,"2024-08-26",,"2024-03-13",,,"2024-09-10","2024-03-26","2024-04-02","ACTUAL",,,,,,,"2024-09-10","2024-09-19","ACTUAL","2024-04-17","ACTUAL","2024-04-17","2024-09","2024-09-30","2024-08-26","ACTUAL","2024-08-26","ACTUAL","2024-08-26",,"OBSERVATIONAL","LOTOS",,"Longitudinal Outcomes in MED-EL Cochlear Implant Recipients Using a FLEX Electrode","Longitudinal Outcomes in MED-EL Cochlear Implant Recipients Using a FLEX Electrode Array: a Retrospective Study","COMPLETED",,2000,"ACTUAL","MED-EL Elektromedizinische Geräte GesmbH",,,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/12 22:21:36","2025/05/12 22:21:36","INDUSTRY",,,,,,FALSE,"Germany",FALSE
"NCT01490463",,"Frankfurt","Frankfurt","Frankfurt",,,,,,,,FALSE,FALSE,"Non-commercial",,,,"2013-01-31",,"2011-12-12",,,"2013-01-28","2011-12-12","2011-12-13","ESTIMATED",,,,,,,"2013-01-28","2013-01-30","ESTIMATED","2011-08",,"2011-08-31","2013-01","2013-01-31","2013-01","ACTUAL","2013-01","ACTUAL","2013-01-31",,"OBSERVATIONAL","LESUIA",,"Brain Lesions Following Endovascular and Surgical Treatment of Unruptured Intracranial Aneurysms","Brain Lesions Following Endovascular and Surgical Treatment of Unruptured Intracranial Aneurysms: Incidence and Influence on Clinical Outcome in a Prospective Study.","COMPLETED",,,,"Johann Wolfgang Goethe University Hospital",,,,,FALSE,,,,,,,,,,,,"2025/05/12 22:21:36","2025/05/12 22:21:36","OTHER",,,,,,,"Germany",FALSE
"NCT00830752",,"Charite","Charite","Charite",,,,,,,,FALSE,FALSE,"Non-commercial",,70,,"2009-12-31",,"2009-01-27",,,"2009-01-27","2009-01-27","2009-01-28","ESTIMATED",,,,,,,"2009-01-27","2009-01-28","ESTIMATED","2009-02",,"2009-02-28","2009-01","2009-01-31","2009-12","ESTIMATED","2009-08","ESTIMATED","2009-08-31",,"OBSERVATIONAL","ALEX",,"Neurobiological, Neuropsychological,Linguistic and Gestural Processes and Phenomena in Individuals With Alexithymia","Understanding Alexithymia","UNKNOWN","NOT_YET_RECRUITING",70,"ESTIMATED","Charite University, Berlin, Germany",,,,,FALSE,,,,FALSE,"SAMPLES_WITH_DNA","whole blood, serum",,,,,,"2025/05/12 22:21:36","2025/05/12 22:21:36","OTHER",,,,,,,"Germany",FALSE
"NCT05106673","Hamburg","Hamburg",,"Hamburg",FALSE,FALSE,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial",,798,,"2023-09-01",,"2021-10-24",,,"2021-10-24","2021-10-24","2021-11-04","ACTUAL",,,,,,,"2021-10-24","2021-11-04","ACTUAL","2020-01-01","ACTUAL","2020-01-01","2021-10","2021-10-31","2023-09-01","ESTIMATED","2023-05-01","ESTIMATED","2023-05-01",,"INTERVENTIONAL","Ci-Chimps",,"Clinical Implementation and Evaluation for the Family-oriented Care CHIMPS-NET","Clinical Implementation and Evaluation of Three Implementation Interventions for a Family-oriented Care for Children of Mentally Ill Parents (Ci-CHIMPS)","UNKNOWN","RECRUITING",798,"ESTIMATED","Universitätsklinikum Hamburg-Eppendorf",,2,,,FALSE,,,,TRUE,,,,,,"UNDECIDED","It is not yet known if there will be a plan to make IPD available.","2025/05/12 02:39:41","2025/05/12 02:39:41","OTHER",,,,,,,"Germany",FALSE
"NCT04146857","Charite","Charite","Charite","Charite",FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,,16,"2020-12-30",,"2019-10-25",,,"2022-07-07","2019-10-30","2019-10-31","ACTUAL",,,,,,,"2022-07-07","2022-07-11","ACTUAL","2019-10-30","ACTUAL","2019-10-30","2022-07","2022-07-31","2020-12-30","ACTUAL","2020-12-30","ACTUAL","2020-12-30",,"INTERVENTIONAL","NAPOXIA",,"Autonomic Activity During Nap Under Hypoxia","Effects of Normobaric Hypoxia on Autonomic Activity During a Nap in Healthy Adults (NAPOXIA)","COMPLETED",,16,"ACTUAL","Charite University, Berlin, Germany",,3,,,FALSE,,,,FALSE,,,"Beginning 9 months and ending 36 months following article publication.","Researchers who provide a methodologically sound proposal.",,"YES","Individual participant data that underlie the results of reported articles (text, tables, figures, supplemental data) will be shared after deidentification.","2025/05/12 16:14:35","2025/05/12 16:14:35","OTHER",,,,,,,"Germany",FALSE
"NCT05887284",,"Erlangen",,"Erlangen",FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,132,,"2028-12-31",,"2023-05-05",,,"2024-02-12","2023-05-31","2023-06-02","ACTUAL",,,,,,,"2024-02-12","2024-02-13","ACTUAL","2023-07-01","ACTUAL","2023-07-01","2024-02","2024-02-29","2028-12-31","ESTIMATED","2026-09-30","ESTIMATED","2026-09-30",,"INTERVENTIONAL","IMMO-LDRT02",,"Investigation of the Clinical Efficacy of Low-dose Ionizing Radiation in the Treatment of Osteoarthritis","Investigation of the Clinical Efficacy of Low-dose Ionizing Radiation in the Treatment of Osteoarthritis","RECRUITING",,132,"ESTIMATED","University of Erlangen-Nürnberg Medical School",,2,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/11 17:51:30","2025/05/11 17:51:30","OTHER",,,,,,,"Germany",FALSE
"NCT05548959",,"Würzburg",,"Würzburg",FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,"Non-commercial",,,68,"2022-07-31",,"2022-09-13",,,"2022-09-16","2022-09-16","2022-09-22","ACTUAL",,,,,,,"2022-09-16","2022-09-22","ACTUAL","2021-08-01","ACTUAL","2021-08-01","2022-09","2022-09-30","2022-07-31","ACTUAL","2022-07-01","ACTUAL","2022-07-01",,"INTERVENTIONAL",,,"Outflow Facility AIT vs Microshunt","Differences in Nycthemeral IOP Variation and Outflow Facility After Filtering Microshunt Versus Canal-Based Ab Interno Glaucoma Surgery","COMPLETED",,68,"ACTUAL","Wuerzburg University Hospital",,2,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/11 17:51:30","2025/05/11 17:51:30","OTHER",,,,,,,"Germany",FALSE
"NCT03929419",,"Tübingen",,"Tübingen",FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,,29,"2021-04-30",,"2019-04-15",,,"2021-09-02","2019-04-25","2019-04-26","ACTUAL",,,,,,,"2021-09-02","2021-09-05","ACTUAL","2019-04-21","ACTUAL","2019-04-21","2020-11","2020-11-30","2021-04-30","ACTUAL","2021-03-25","ACTUAL","2021-03-25",,"INTERVENTIONAL",,,"Effect of Central Insulin Administration on Whole-body Insulin Sensitivity in Women","Effect of Central Insulin Administration on Whole-body Insulin Sensitivity in Women","COMPLETED",,29,"ACTUAL","University Hospital Tuebingen",,2,,,FALSE,,,,,,,,,,"NO",,"2025/05/11 17:51:30","2025/05/11 17:51:30","OTHER",,,,,,,"Germany",FALSE
"NCT04384198","Charite","Charite","Charite","Charite",FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,32,,"2024-12-31",,"2020-04-30",,,"2023-09-05","2020-05-11","2020-05-12","ACTUAL",,,,,,,"2023-09-05","2023-09-06","ACTUAL","2020-08-13","ACTUAL","2020-08-13","2023-09","2023-09-30","2024-12","ESTIMATED","2024-09","ESTIMATED","2024-09-30",,"INTERVENTIONAL","TCD-REDUCE",,"TransCranial Doppler for REDUCtion of Silent strokE During MitraClip Implantation","TransCranial Doppler for REDUCtion of Silent strokE During MitraClip Implantation","RECRUITING",,32,"ESTIMATED","Charite University, Berlin, Germany",,2,,,FALSE,,,,,,,,,,"NO",,"2025/05/12 16:14:35","2025/05/12 16:14:35","OTHER",,,,,,,"Germany",FALSE
"NCT01289301","Hannover","Hannover",,"Hannover",,,,,,TRUE,FALSE,TRUE,FALSE,"Non-commercial","IV",124,,"2018-10-31",,"2011-02-02",,,"2011-02-02","2011-02-02","2011-02-03","ESTIMATED",,,,,,,"2011-02-02","2011-02-03","ESTIMATED","2011-10",,"2011-10-31","2010-10","2010-10-31","2018-10","ESTIMATED","2017-10","ESTIMATED","2017-10-31",,"INTERVENTIONAL","BKVIRUS",,"Studying the Effect of Changing Immunosuppression in Case of Polyoma BK Virus Infection of the Renal Transplant","Polyomavirus BK Nephropathy After Renal Transplantation: Randomized Clinical Trial to Demonstrate That Switching to mTOR Inhibitor is More Effective Than a Reduction of Immunosuppressive Therapy","UNKNOWN","NOT_YET_RECRUITING",124,"ESTIMATED","Hannover Medical School",,2,,,FALSE,,,,TRUE,,,,,,,,"2025/05/12 16:14:35","2025/05/12 16:14:35","OTHER",,,,,,,"Germany",FALSE
"NCT06441058",,,"Göttingen","Göttingen",FALSE,FALSE,,,,,,FALSE,FALSE,"Non-commercial",,1000,,"2025-06-30",,"2024-05-28",,,"2024-06-05","2024-05-28","2024-06-04","ACTUAL",,,,,,,"2024-06-05","2024-06-07","ACTUAL","2024-06-01","ACTUAL","2024-06-01","2024-06","2024-06-30","2025-06","ESTIMATED","2025-06","ESTIMATED","2025-06-30",,"OBSERVATIONAL",,,"Retrospective Database Study: Influence of Post-endodontic Restoration Placement on Survival of Root Canal-treated Teeth","Influence of the Timing of Post-endodontic Restoration Placement on the Survival of Root Canal-treated Teeth","ENROLLING_BY_INVITATION",,1000,"ESTIMATED","University of Göttingen",,,1,,FALSE,,,,,,,,,,"NO",,"2025/05/11 17:51:30","2025/05/11 17:51:30","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT04638699","Hannover","Hannover","Hannover","Hannover",FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,"Non-commercial",,900,,"2023-12-31",,"2020-11-02",,,"2023-02-28","2020-11-16","2020-11-20","ACTUAL",,,,,,,"2023-02-28","2023-03-01","ACTUAL","2020-04-01","ACTUAL","2020-04-01","2023-02","2023-02-28","2023-12-31","ESTIMATED","2023-06-30","ESTIMATED","2023-06-30",,"INTERVENTIONAL","OptiScreen",,"Optimized Psycho-oncological Care Through an Interdisciplinary Care Algorithm","Optimized Psycho-oncological Care Through an Interdisciplinary Care Algorithm: From Screening to Intervention","UNKNOWN","RECRUITING",900,"ESTIMATED","Hannover Medical School",,2,,,FALSE,,,,FALSE,,,,,,"UNDECIDED",,"2025/05/11 18:17:22","2025/05/11 18:17:22","OTHER",,,,,,,"Germany",FALSE
"NCT01064674","Münster","Münster",,"Münster",,,,,,,,FALSE,FALSE,"Non-commercial",,100,,"2010-09-30",,"2010-02-05",,,"2010-02-05","2010-02-05","2010-02-08","ESTIMATED",,,,,,,"2010-02-05","2010-02-08","ESTIMATED","2009-12",,"2009-12-31","2010-01","2010-01-31","2010-09","ESTIMATED","2010-06","ESTIMATED","2010-06-30",,"OBSERVATIONAL",,,"Cardiovascular Evaluation Before Renal Transplantation","Cardiovascular Diagnostic Before Renal Transplantation: a Prospective Study to Assess Cardiovascular Morbidity Before Renal Transplantation and to Improve Standard Diagnostic Procedures.","UNKNOWN","RECRUITING",100,"ESTIMATED","University Hospital Muenster",,,1,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 02:39:41","2025/05/12 02:39:41","OTHER",,,,,,,"Germany",FALSE
"NCT03047564","Dresden",,,"Dresden",FALSE,FALSE,,,,TRUE,FALSE,,,"Non-commercial",,,120,"2020-12-01",,"2017-01-24",,,"2020-01-28","2017-02-06","2017-02-09","ESTIMATED",,,,,,,"2020-01-28","2020-01-29","ACTUAL","2012-02-01","ACTUAL","2012-02-01","2020-01","2020-01-31","2020-12-01","ESTIMATED","2015-02-28","ACTUAL","2015-02-28",,"INTERVENTIONAL",,,"Metal Ion Concentration Between Coated and Uncoated TKA","Metal Ion Concentration and Clinical Outcome Between Coated and Uncoated TKA","UNKNOWN","ACTIVE_NOT_RECRUITING",120,"ACTUAL","Technische Universität Dresden",,2,,,FALSE,,,,FALSE,,,,,,"UNDECIDED",,"2025/05/12 16:14:35","2025/05/12 16:14:35","OTHER",,,,,,,,FALSE
"NCT00204568",,"Schleswig-Holstein","Schleswig-Holstein","Schleswig-Holstein",,,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial","II",117,,"2013-10-31",,"2005-09-13",,,"2013-01-07","2005-09-13","2005-09-20","ESTIMATED",,,,,,,"2013-01-07","2013-01-08","ESTIMATED","2004-08",,"2004-08-31","2013-01","2013-01-31","2013-10","ESTIMATED","2013-10","ESTIMATED","2013-10-31",,"INTERVENTIONAL",,,"Trofosfamide Versus Adriamycin in Elderly Patients With Soft Tissue Sarcoma (STS)","Randomized Phase II Trial of Trofosfamide vs. Adriamycin in Elderly Patients With Previously Untreated Metastatic Soft Tissue Sarcoma","UNKNOWN","ACTIVE_NOT_RECRUITING",117,"ESTIMATED","University Hospital Schleswig-Holstein",,2,,,FALSE,,,,,,,,,,,,"2025/05/12 08:27:22","2025/05/12 08:27:22","OTHER",,,,,,,"Germany",FALSE
"NCT00554164",,"Duisburg-Essen","Duisburg-Essen","Duisburg-Essen",,,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial","III",,1073,"2017-03-31",,"2007-11-05",,,"2017-05-04","2007-11-05","2007-11-06","ESTIMATED",,,,,,,"2017-05-04","2017-05-05","ACTUAL","2007-11",,"2007-11-30","2017-05","2017-05-31","2017-03","ACTUAL","2017-03","ACTUAL","2017-03-31",,"INTERVENTIONAL","PETAL",,"Positron Emission Tomography Guided Therapy of Aggressive Non-Hodgkin's Lymphomas","Positron Emission Tomography Guided Therapy of Aggressive Non-Hodgkin's Lymphomas","COMPLETED",,1073,"ACTUAL","University Hospital, Essen",,4,,,FALSE,,,,TRUE,,,,,,,,"2025/05/11 18:17:22","2025/05/11 18:17:22","OTHER",,,,,,,"Germany",FALSE
"NCT03227484","Tübingen","Tübingen",,"Tübingen",FALSE,FALSE,,,FALSE,TRUE,TRUE,FALSE,FALSE,"Non-commercial","II",,42,"2019-11-18",,"2017-06-07",,,"2020-04-28","2017-07-21","2017-07-24","ACTUAL",,,,,,,"2020-04-28","2020-04-29","ACTUAL","2017-06-09","ACTUAL","2017-06-09","2019-07","2019-07-31","2019-11-18","ACTUAL","2019-10-25","ACTUAL","2019-10-25",,"INTERVENTIONAL",,,"Effect of Empagliflozin Versus Placebo on Brain Insulin Sensitivity in Patients With Prediabetes","A Double-blind Randomized Study to Determine the Effect of Empagliflozin Versus Placebo on Brain Insulin Sensitivity in Patients With Prediabetes","COMPLETED",,42,"ACTUAL","University Hospital Tuebingen",,2,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/11 17:51:30","2025/05/11 17:51:30","OTHER",,,,,,,"Germany",FALSE
"NCT04081519","Bonn","Bonn","Bonn","Bonn",FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,,53,"2018-06-22",,"2019-08-27",,,"2021-07-28","2019-09-04","2019-09-09","ACTUAL",,,,,,,"2021-07-28","2021-08-04","ACTUAL","2016-08-02","ACTUAL","2016-08-02","2021-07","2021-07-31","2018-06-22","ACTUAL","2018-03-31","ACTUAL","2018-03-31",,"INTERVENTIONAL",,,"Stimulation of Parieto-hippocampal Connectivity in Patients With Major Depressive Disorder","Stimulation of Parieto-hippocampal Connectivity in Patients With Major Depressive Disorder","COMPLETED",,53,"ACTUAL","University Hospital, Bonn",,3,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/11 17:51:30","2025/05/11 17:51:30","OTHER",,,,,,,"Germany",FALSE
"NCT04750759","Charite",,,"Charite",FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial","II",,4,"2021-10-29",,"2021-02-08",,,"2021-11-26","2021-02-08","2021-02-11","ACTUAL",,,,,,,"2021-11-26","2021-12-09","ACTUAL","2021-02-03","ACTUAL","2021-02-03","2021-11","2021-11-30","2021-10-29","ACTUAL","2021-10-29","ACTUAL","2021-10-29",,"INTERVENTIONAL","NICCAM",,"Safety and Preliminary Efficacy of the Combination of Niclosamide and Camostat","A Randomized, Single Blind, Placebo-controlled, Multiple Dose, Parallel-arm Study to Investigate the Safety and Preliminary Efficacy of the Combination of Niclosamide and Camostat to Treat COVID-19 (NICCAM)","TERMINATED",,4,"ACTUAL","Charité Research Organisation GmbH",,2,,"sub-therapeutic plasma levels of active substance",FALSE,,,,TRUE,,,,,,"NO",,"2025/05/12 02:41:52","2025/05/12 02:41:52","OTHER",,,,,,,"Germany",FALSE
"NCT05604482",,,"Würzburg","Würzburg",FALSE,FALSE,,,,,FALSE,FALSE,FALSE,"Non-commercial",,,10,"2023-09-30",,"2022-10-30",,,"2023-12-14","2022-10-30","2022-11-03","ACTUAL",,,,,,,"2023-12-14","2023-12-15","ACTUAL","2021-10-01","ACTUAL","2021-10-01","2023-12","2023-12-31","2023-09-30","ACTUAL","2023-09-30","ACTUAL","2023-09-30",,"INTERVENTIONAL",,,"CXCR4-PET/CT for Diagnosing Giant Cell Arteritis","Detection of Disease Activity in Giant Cell Arteritis Using CXCR4-PET/CT","COMPLETED",,10,"ACTUAL","Wuerzburg University Hospital",,1,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/12 08:27:22","2025/05/12 08:27:22","OTHER",,,,,,,"Germany",FALSE
"NCT01352702",,"München_TU",,"München_TU",,,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial","IV",,46,"2014-05-31",,"2011-05-11",,,"2015-02-04","2011-05-11","2011-05-12","ESTIMATED",,,,,,,"2015-02-04","2015-02-05","ESTIMATED","2011-05",,"2011-05-31","2015-02","2015-02-28","2014-05","ACTUAL","2014-05","ACTUAL","2014-05-31",,"INTERVENTIONAL","Dabi-ADP-2",,"Impact of Dabigatran and Phenprocoumon on Clopidogrel Mediated ADP Induced Platelet Aggregation in Patients With Atrial Fibrillation","Impact of Dabigatran and Phenprocoumon on Clopidogrel Mediated ADP Induced Platelet Aggregation in Patients With Atrial Fibrillation","TERMINATED",,46,"ACTUAL","Deutsches Herzzentrum Muenchen",,2,,"Slow recruitment; Study was terminated for futility reasons",FALSE,,,,FALSE,,,,,,,,"2025/05/11 17:51:30","2025/05/11 17:51:30","OTHER",,,,,,,"Germany",FALSE
"NCT00334165",,"Greifswald",,"Greifswald",,,,,,TRUE,TRUE,TRUE,FALSE,"Non-commercial","II-III",360,,"2008-06-30",,"2006-06-03",,,"2011-02-25","2006-06-05","2006-06-06","ESTIMATED",,,,,,,"2011-02-25","2011-02-28","ESTIMATED","2005-06",,"2005-06-30","2011-02","2011-02-28","2008-06",,"2007-03","ACTUAL","2007-03-31",,"INTERVENTIONAL",,,"Auricular Acupuncture for Analgesia During Total Hip Arthroplasty","Auricular Acupuncture (AA) vs. Sham Acupuncture for Complementary Analgesia During Elective Total Hip Arthroplasty: a Randomized Controlled Trial","COMPLETED",,360,"ESTIMATED","University Medicine Greifswald",,,,,FALSE,,,,,,,,,,,,"2025/05/12 16:17:05","2025/05/12 16:17:05","OTHER",,,,,,,"Germany",FALSE
"NCT04963517","Duisburg-Essen","Duisburg-Essen","Duisburg-Essen","Duisburg-Essen",FALSE,FALSE,,,FALSE,TRUE,TRUE,FALSE,FALSE,"Non-commercial","II-III",,11,"2022-05-01",,"2021-06-15",,,"2024-12-03","2021-07-14","2021-07-15","ACTUAL",,,,,,,"2024-12-03","2024-12-06","ACTUAL","2021-08-07","ACTUAL","2021-08-07","2024-12","2024-12-31","2022-05-01","ACTUAL","2021-12-31","ACTUAL","2021-12-31",,"INTERVENTIONAL","proGAIT",,"Exercise Intervention for Bone Tumor Patients","3D Gait Analysis to Determine Functional Limitations and Evaluate a Training Intervention in Young People with Tumor Endoprosthesis of the Lower Extremity","COMPLETED",,11,"ACTUAL","Universität Duisburg-Essen",,2,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/12 08:27:22","2025/05/12 08:27:22","OTHER",,,,,,,"Germany",FALSE
"NCT03685383",,"Freiburg","Freiburg","Freiburg",FALSE,FALSE,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial",,,41,"2020-12-08",,"2018-09-05",,,"2021-03-12","2018-09-24","2018-09-26","ACTUAL",,,,,,,"2021-03-12","2021-03-15","ACTUAL","2019-09-25","ACTUAL","2019-09-25","2021-03","2021-03-31","2020-12-08","ACTUAL","2020-12-08","ACTUAL","2020-12-08",,"INTERVENTIONAL","CYTER",,"Cytokine Adsorption in Post-cardiac Arrest Syndrome in Patients Requiring Extracorporeal Cardiopulmonary Resuscitation","Cytokine Adsorption in Post-cardiac Arrest Syndrome in Patients Requiring Extracorporeal Cardiopulmonary Resuscitation","COMPLETED",,41,"ACTUAL","University Hospital Freiburg",,2,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/12 02:41:52","2025/05/12 02:41:52","OTHER",,,,,,,"Germany",FALSE
"NCT01947595","Tübingen","Tübingen","Tübingen","Tübingen",,,,,,TRUE,FALSE,TRUE,FALSE,"Non-commercial",,,1145,"2017-08-31",,"2013-06-25",,,"2017-08-22","2013-09-17","2013-09-20","ESTIMATED",,,,,,,"2017-08-22","2017-08-23","ACTUAL","2012-03",,"2012-03-31","2017-08","2017-08-31","2017-08","ACTUAL","2017-08","ACTUAL","2017-08-31",,"INTERVENTIONAL","PLIS",,"Individualized Lifestyle Intervention in Subjects With Prediabetes","Prediabetes Lifestyle Intervention Study","COMPLETED",,1145,"ACTUAL","University Hospital Tuebingen",,4,,,FALSE,,,,,,,,,,,,"2025/05/11 17:51:30","2025/05/11 17:51:30","OTHER",,,,,,,"Germany",FALSE
"NCT01263184",,"Hannover",,"Hannover",,,,,,,,FALSE,FALSE,"Non-commercial",,60,,,,"2010-12-17",,,"2010-12-28","2010-12-17","2010-12-20","ESTIMATED",,,,,,,"2010-12-28","2010-12-29","ESTIMATED","2009-11",,"2009-11-30","2010-11","2010-11-30",,,,,,,"OBSERVATIONAL","Sodisow",,"Symptoms of Degeneration in Shoulder of Wheelchair-users","Längsschnittstudie Zur Belastungsinduzierten Anpassung, Schädigung Oder Degeneration Der Schulter Bei Rollstuhlathleten/-Innen","UNKNOWN","RECRUITING",60,"ESTIMATED","Hannover Medical School",,,3,,FALSE,,,,,,,,,,,,"2025/05/11 17:53:27","2025/05/11 17:53:27","OTHER",,,,,,,"Germany",FALSE
"NCT05525325","Heidelberg","Heidelberg","Heidelberg","Heidelberg",FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,128,,"2027-01-31",,"2022-08-23",,,"2024-05-07","2022-08-30","2022-09-01","ACTUAL",,,,,,,"2024-05-07","2024-05-08","ACTUAL","2022-10-01","ACTUAL","2022-10-01","2024-05","2024-05-31","2027-01","ESTIMATED","2026-10","ESTIMATED","2026-10-31",,"INTERVENTIONAL","MOONRISE",,"Mode of Sedation During Endovascular Treatment of Vertebrobasilar Stroke","Mode of Sedation During Endovascular Treatment of Vertebrobasilar Stroke","RECRUITING",,128,"ESTIMATED","University Hospital Heidelberg",,2,,,FALSE,,,,TRUE,,,,,,"NO",,"2025/05/12 22:23:16","2025/05/12 22:23:16","OTHER",,,,,,,"Germany",FALSE
